date_of_race,horse_name,bookie_odds,venue,ew_stake,balance,rating,current_time,expected_value,expected_return,win_stake,place_stake,win_odds,place_odds,betfair_balance,max_profit,is_lay,win_matched,lay_matched,arbritrage_profit,place_payout,balance_in_betfair
2021-01-24 15:40:00,Touchwood,2.75,Lingfield,0.14,76.33,98.43,2021-01-24 11:25:46,0.48%,0.0,10.06,11.34,2.92,1.27,52.43,0.33,False,0.0,0.0,0.0,5.0,0.0
2021-01-24 12:40:00,Butterfield,21.0,Lingfield,0.34,75.65,104.99,2021-01-24 11:52:19,13.7%,0.05,11.56,12.01,20.0,4.6,52.43,1.1,False,0.0,0.0,0.0,5.0,0.0
2021-01-24 15:40:00,Ooh Is It,26.0,Lingfield,0.11,75.43,99.48,2021-01-24 15:05:49,5.39%,0.01,10.13,11.5,27.0,5.5,52.43,0.11,False,0.0,0.0,0.0,5.0,0.0
2021-01-24 15:35:00,Baikal,7.0,Pau,0.8,73.83,102.82,2021-01-24 15:14:14,10.29%,0.08,10.42,9.81,6.4,2.18,52.43,0.54,False,0.0,0.0,0.0,5.0,0.0
2021-01-24 15:40:00,Plastic Paddy,67.0,Lingfield,0.13,73.57,105.03,2021-01-24 15:37:57,14.06%,0.02,7.88,13.55,85.0,10.5,52.43,1.01,False,0.0,0.0,0.0,5.0,0.0
2021-01-25 13:10:00,Griggy,13.0,Chelmsford City,0.48,79.97,101.37,2021-01-25 10:29:42,11.36%,0.05,9.79,9.42,12.0,3.3,52.43,0.25,False,0.0,0.0,0.0,5.0,0.0
2021-01-25 13:50:00,Natural History,2.5,Plumpton,0.19,79.59,99.2,2021-01-25 10:30:06,0.48%,0.0,17.46,21.67,2.74,1.19,52.43,0.3,False,0.0,0.0,0.0,5.0,0.0
2021-01-25 13:10:00,Kupa River,21.0,Chelmsford City,0.14,79.31,99.38,2021-01-25 10:55:57,4.94%,0.01,15.99,20.11,23.0,4.4,52.43,0.22,False,0.0,0.0,0.0,5.0,0.0
2021-01-25 13:50:00,John Betjeman,29.0,Plumpton,1.05,77.21,112.12,2021-01-25 13:15:22,31.85%,0.33,3.93,11.29,48.0,3.85,52.43,1.58,False,0.0,0.0,0.0,5.0,0.0
2021-01-26 18:10:00,Shine On Brendan,12.0,Wolverhampton,0.12,79.5,99.7,2021-01-26 12:46:58,2.74%,0.0,24.04,24.79,12.0,3.65,52.43,0.14,False,0.0,0.0,0.0,4.0,0.0
2021-01-26 12:50:00,Monargent,13.0,Cagnes-Sur-Mer Midi.,0.62,78.26,104.03,2021-01-26 12:50:06,14.07%,0.09,10.69,14.15,14.0,3.3,52.43,0.93,False,0.0,0.0,0.0,4.0,0.0
2021-01-26 12:50:00,Revamp,13.0,Cagnes-Sur-Mer Midi.,0.62,77.02,103.81,2021-01-26 12:50:29,13.65%,0.08,13.89,20.65,15.0,3.15,52.43,1.22,False,0.0,0.0,0.0,4.0,0.0
2021-01-28 12:25:00,Cookilayone,6.5,Cagnes-Sur-Mer,0.4,76.22,98.75,2021-01-28 12:17:40,4.46%,0.02,12.27,15.79,7.2,2.08,52.43,0.34,False,0.0,0.0,0.0,4.0,0.0
2021-01-30 07:03:00,Cunnamulla,10.0,Gold Coast,3.72,68.78,117.92,2021-01-30 07:01:17,43.38%,1.61,14.41,26.55,11.5,1.79,52.43,5.91,False,0.0,0.0,0.0,5.0,0.0
2021-01-30 13:30:00,Cheddleton,10.0,Doncaster,0.49,67.8,102.53,2021-01-30 08:01:30,7.98%,0.04,7.87,15.15,14.0,2.38,52.43,0.56,False,0.0,0.0,0.0,4.0,0.0
2021-01-30 13:30:00,Fast Buck,17.0,Doncaster,0.23,67.34,100.8,2021-01-30 08:01:53,6.89%,0.02,5.79,11.87,25.0,3.6,52.43,0.14,False,0.0,0.0,0.0,4.0,0.0
2021-01-30 16:20:00,Lady Catherine,34.0,Kenilworth,0.34,67.64,112.37,2021-01-30 16:10:48,28.99%,0.1,14.58,12.94,28.0,8.6,52.43,2.97,False,0.0,0.0,0.0,4.0,0.0
2021-01-30 17:30:00,Zahirah,13.0,Kempton,0.31,67.02,100.07,2021-01-30 16:17:23,8.62%,0.03,9.92,10.09,12.5,3.25,52.43,0.01,False,0.0,0.0,0.0,5.0,0.0
2021-01-31 15:15:00,Eklat De Rire,3.75,Naas,0.1,67.87,98.13,2021-01-31 11:51:07,0.66%,0.0,19.0,19.63,3.8,1.52,52.43,0.71,False,0.0,0.0,0.0,5.0,0.0
2021-01-31 14:45:00,Yaha Fizz,21.0,Naas,0.1,67.67,100.46,2021-01-31 14:44:20,4.51%,0.0,10.05,12.5,23.0,5.3,52.43,0.1,False,0.0,0.0,0.0,4.0,0.0
2021-01-31 15:10:00,Winnetka,10.0,Wolverhampton,0.41,66.85,102.9,2021-01-31 15:09:16,9.06%,0.04,39.58,43.37,10.0,2.98,52.43,2.29,False,0.0,0.0,0.0,4.0,0.0
2021-01-31 15:15:00,Forza Milan,11.0,Naas,0.45,65.95,102.13,2021-01-31 15:14:05,10.4%,0.05,12.11,12.23,10.5,2.84,52.43,0.49,False,0.0,0.0,0.0,5.0,0.0
2021-02-01 12:30:00,Flexi Furlough,6.5,Sedgefield,0.2,67.41,98.7,2021-01-02 08:39:15,2.19%,0.0,8.18,11.21,7.6,1.8,52.43,0.25,False,0.0,0.0,0.0,5.0,0.0
2021-02-02 17:10:00,Discomatic,3.5,Southwell,0.17,67.47,98.26,2021-02-02 08:02:02,0.73%,0.0,10.62,17.31,4.5,1.22,52.43,0.47,False,0.0,0.0,0.0,5.0,0.0
2021-02-02 17:10:00,Beyond Infinity,126.0,Southwell,0.74,67.47,127.55,2021-02-02 08:35:59,60.22%,0.44,0.5,9.92,1000.0,10.5,52.43,2.2,False,0.0,0.0,0.0,5.0,0.0
2021-02-02 17:10:00,Toscan Genius,101.0,Southwell,0.29,66.73,107.9,2021-02-02 08:37:28,20.1%,0.06,0.56,11.57,1000.0,10.0,52.43,0.87,False,0.0,0.0,0.0,5.0,0.0
2021-02-02 13:25:00,Ottonian,4.0,Newcastle,0.17,66.39,97.85,2021-02-02 10:00:42,1.13%,0.0,17.88,21.26,4.3,1.48,52.43,0.82,False,0.0,0.0,0.0,5.0,0.0
2021-02-02 17:10:00,Polar Ice,15.0,Southwell,0.33,65.73,99.94,2021-02-02 13:06:18,5.46%,0.02,6.05,24.27,36.0,2.32,52.43,0.02,False,0.0,0.0,0.0,5.0,0.0
2021-02-02 17:10:00,Adjourned,34.0,Southwell,0.1,65.0,98.14,2021-02-02 13:57:04,3.64%,0.0,1.85,10.48,110.0,4.4,46.46,0.22,False,0.0,0.0,0.0,5.0,0.0
2021-02-02 17:10:00,Pride Day,126.0,Southwell,0.11,64.78,107.79,2021-02-02 14:06:12,19.77%,0.02,3.72,10.58,220.0,16.0,46.46,1.01,False,0.0,0.0,0.0,5.0,0.0
2021-02-03 12:55:00,Goodbye Stranger,3.0,Warwick,0.1,62.02,97.92,2021-03-02 11:10:01,0.5%,0.0,23.71,26.8,3.15,1.33,52.76,1.02,False,0.0,0.0,0.0,5.0,0.0
2021-02-03 12:55:00,Balzac,26.0,Warwick,0.17,61.68,101.47,2021-03-02 11:52:36,8.91%,0.02,13.83,21.79,32.0,4.7,52.76,0.5,False,0.0,0.0,0.0,5.0,0.0
2021-02-03 12:55:00,Caldwell,26.0,Warwick,0.25,61.68,101.41,2021-03-02 12:45:53,11.76%,0.03,5.42,10.59,36.0,4.3,52.76,0.21,False,0.0,0.0,0.0,5.0,0.0
2021-02-03 12:55:00,Cabot Cliffs,5.0,Warwick,0.89,61.43,102.49,2021-03-02 12:54:13,7.19%,0.06,19.98,29.17,5.9,1.47,52.76,1.17,False,0.0,0.0,0.0,5.0,0.0
2021-02-04 07:15:00,Violation,41.0,Doomben,0.13,61.31,100.5,2021-04-02 07:11:01,10.57%,0.01,6.57,10.36,50.0,7.0,52.76,0.08,False,0.0,0.0,0.0,5.0,0.0
2021-02-04 07:30:00,Castanea,15.0,Pakenham,0.23,60.85,99.2,2021-04-02 07:12:46,6.46%,0.01,5.94,9.73,19.0,2.98,52.76,0.12,False,0.0,0.0,0.0,5.0,0.0
2021-02-04 07:30:00,Castanea,15.0,Pakenham,2.26,56.33,106.27,2021-04-02 07:14:20,0,0.0,2.0,3.06,16.5,2.5163398692810457,17.12,1.5,True,2.0,3.06,0.29,5.0,0.0
2021-02-04 07:30:00,Prince Elvis,8.5,Pakenham,0.14,57.22,98.83,2021-04-02 07:21:30,2.27%,0.0,8.13,13.46,11.0,2.0,17.12,0.25,False,0.0,0.0,0.0,5.0,0.0
2021-02-04 18:30:00,Hope Probe,4.0,Chelmsford City,0.12,104.03,97.48,2021-04-02 08:26:28,0.5%,0.0,16.39,18.5,4.2,1.52,17.11,0.86,False,0.0,0.0,0.0,5.0,0.0
2021-02-04 18:30:00,Five Rings,8.0,Chelmsford City,0.11,103.81,99.12,2021-04-02 08:46:17,1.04%,0.0,9.35,11.89,9.0,2.14,17.11,0.18,False,0.0,0.0,0.0,5.0,0.0
2021-02-04 15:10:00,Welsh Saint,5.5,Ffos Las,0.39,103.03,100.04,2021-04-02 09:29:10,2.73%,0.01,12.5,12.0,5.3,1.92,17.11,0.01,False,0.0,0.0,0.0,5.0,0.0
2021-02-04 18:30:00,Electric Blue,2.1,Chelmsford City,0.38,102.27,99.38,2021-04-02 11:04:39,0.6%,0.0,15.56,17.43,2.18,1.17,17.11,0.2,False,0.0,0.0,0.0,5.0,0.0
2021-02-04 13:35:00,Lucky One,3.4,Wincanton,0.49,101.29,99.86,2021-04-02 12:31:20,1.69%,0.01,15.67,17.96,3.6,1.38,17.11,0.05,False,0.0,0.0,0.0,5.0,0.0
2021-02-04 13:45:00,Desert Boots,5.5,Southwell,0.27,100.75,99.68,2021-04-02 13:44:22,2.09%,0.01,22.49,22.26,5.4,2.12,17.11,0.14,False,0.0,0.0,0.0,4.0,0.0
2021-02-05 08:30:00,Inkslinger,21.0,Moonee Valley,0.19,60.88,103.58,2021-05-02 07:15:46,10.91%,0.02,13.22,10.04,17.5,5.5,60.99,0.79,False,0.0,0.0,0.0,5.0,0.0
2021-02-05 14:50:00,Lies About Milan,4.5,Chepstow,0.73,60.15,100.05,2021-05-02 08:41:41,5.65%,0.04,9.09,11.97,5.0,1.47,64.37,0.01,False,0.0,0.0,0.0,5.0,0.0
2021-02-05 13:00:00,Tinnahalla,3.0,Catterick,0.27,59.61,99.33,2021-05-02 12:22:10,1.3%,0.0,26.84,30.87,3.15,1.32,64.37,0.38,False,0.0,0.0,0.0,5.0,0.0
2021-02-05 16:05:00,Donladd,3.5,Catterick,0.2,60.4,99.02,2021-05-02 14:37:04,1.39%,0.0,15.64,17.22,3.6,1.56,64.37,0.31,False,0.0,0.0,0.0,4.0,0.0
2021-02-05 14:50:00,Cap St Vincent,9.0,Chepstow,0.41,59.58,102.01,2021-05-02 14:48:32,6.82%,0.03,12.3,18.93,11.0,2.08,64.37,0.6,False,0.0,0.0,0.0,5.0,0.0
2021-02-05 15:00:00,Barrichello,2.25,Catterick,0.69,58.2,100.07,2021-05-02 14:48:57,2.09%,0.01,71.77,81.86,2.34,1.18,64.37,0.1,False,0.0,0.0,0.0,5.0,0.0
2021-02-05 15:00:00,Passnotalegend,26.0,Catterick,0.74,56.72,112.86,2021-05-02 14:58:15,29.38%,0.22,12.36,31.4,40.0,3.65,64.37,4.89,False,0.0,0.0,0.0,5.0,0.0
2021-02-06 16:15:00,Defined,4.0,Kempton,0.24,58.98,99.83,2021-06-02 08:41:56,1.91%,0.0,12.56,12.9,4.0,1.57,64.37,0.04,False,0.0,0.0,0.0,5.0,0.0
2021-02-06 15:25:00,Longsider,4.0,Lingfield,1.36,57.98,103.19,2021-06-02 11:18:55,9.52%,0.13,10.53,13.04,4.2,1.4,64.37,0.7,False,0.0,0.0,0.0,5.0,0.0
2021-02-06 15:25:00,Toora Loora,4.0,Lingfield,0.25,57.98,99.86,2021-06-02 13:42:49,1.87%,0.0,10.75,12.69,4.3,1.47,64.37,0.03,False,0.0,0.0,0.0,5.0,0.0
2021-02-06 16:15:00,Doublethetrouble,12.0,Kempton,0.25,57.48,101.47,2021-06-02 16:10:43,5.98%,0.01,7.21,11.43,15.0,2.54,64.37,0.27,False,0.0,0.0,0.0,5.0,0.0
2021-02-06 16:15:00,Jersey Gift,67.0,Kempton,0.12,57.24,105.71,2021-06-02 16:12:49,15.42%,0.02,5.64,11.62,95.0,9.8,64.37,0.91,False,0.0,0.0,0.0,5.0,0.0
2021-02-07 15:10:00,Andy Dufresne,10.0,Leopardstown,0.12,57.24,98.65,2021-07-02 10:46:30,2.66%,0.0,7.86,10.5,11.5,2.42,64.37,0.24,False,0.0,0.0,0.0,5.0,0.0
2021-02-07 15:10:00,Asterion Forlonge,9.0,Leopardstown,0.1,57.24,99.55,2021-07-02 11:06:55,2.02%,0.0,10.93,13.45,9.9,2.34,64.37,0.11,False,0.0,0.0,0.0,5.0,0.0
2021-02-07 14:25:00,Born Patriot,8.5,Musselburgh,0.23,57.24,99.66,2021-07-02 11:10:11,4.05%,0.01,34.92,50.0,10.0,2.1,64.37,0.28,False,0.0,0.0,0.0,5.0,0.0
2021-02-07 15:10:00,Janidil,21.0,Leopardstown,0.11,57.24,100.74,2021-07-02 11:35:39,4.87%,0.01,9.01,15.67,28.0,3.85,64.37,0.18,False,0.0,0.0,0.0,5.0,0.0
2021-02-07 13:55:00,Kings Creek,26.0,Musselburgh,0.17,56.9,102.06,2021-07-02 12:19:34,10.5%,0.02,9.3,11.81,28.0,5.1,64.37,0.41,False,0.0,0.0,0.0,5.0,0.0
2021-02-07 14:25:00,Tidal Point,67.0,Musselburgh,0.12,56.66,105.47,2021-07-02 12:55:29,14.92%,0.02,8.04,17.79,100.0,9.6,64.37,1.31,False,0.0,0.0,0.0,5.0,0.0
2021-02-07 13:25:00,Scottish Accent,7.5,Musselburgh,0.61,55.44,103.59,2021-07-02 13:24:19,10.02%,0.06,20.24,24.15,7.8,2.02,64.37,1.51,False,0.0,0.0,0.0,5.0,0.0
2021-02-07 14:35:00,Straight Ash,9.0,Southwell,0.39,56.84,102.17,2021-07-02 13:59:41,7.21%,0.03,24.48,34.95,10.5,2.14,64.37,1.24,False,0.0,0.0,0.0,5.0,0.0
2021-02-07 14:25:00,Leostar,81.0,Musselburgh,0.15,56.06,107.84,2021-07-02 14:03:16,19.76%,0.03,9.55,26.77,140.0,10.5,64.37,2.59,False,0.0,0.0,0.0,5.0,0.0
2021-02-08 13:30:00,Raecius Felix,5.5,Newcastle,0.2,56.77,99.18,2021-08-02 09:48:49,2.08%,0.0,10.45,15.32,6.6,1.6,64.37,0.2,False,0.0,0.0,0.0,5.0,0.0
2021-02-08 19:00:00,Byford,4.0,Wolverhampton,0.1,56.37,97.58,2021-08-02 09:50:26,0.79%,0.0,16.3,17.6,4.1,1.55,64.37,0.8,False,0.0,0.0,0.0,5.0,0.0
2021-02-08 15:05:00,Shetland Bus,11.0,Newcastle,0.11,56.17,97.58,2021-08-02 10:02:45,2.73%,0.0,10.19,14.46,13.0,2.54,64.37,0.58,False,0.0,0.0,0.0,5.0,0.0
2021-02-08 13:30:00,Reassurance,21.0,Newcastle,0.4,55.95,106.58,2021-08-02 13:28:53,16.67%,0.07,11.29,20.25,27.0,3.6,64.37,1.91,False,0.0,0.0,0.0,5.0,0.0
2021-02-08 19:00:00,Yankee Stadium,2.5,Wolverhampton,0.25,55.15,99.69,2021-08-02 13:39:46,0.99%,0.0,24.71,27.17,2.6,1.24,64.37,0.16,False,0.0,0.0,0.0,5.0,0.0
2021-02-10 09:30:00,Angeli,21.0,Launceston,0.93,57.87,114.28,2021-10-02 07:08:31,38.31%,0.35,9.57,14.49,22.0,3.5,64.37,2.86,False,0.0,0.0,0.0,5.0,0.0
2021-02-10 09:30:00,Angeli,21.0,Launceston,2.71,56.01,114.28,2021-10-02 07:18:36,0,0.0,2.6,3.93,22.0,0.0,9.77,2.86,True,2.6,0.0,0.0,5.0,0.0
2021-02-10 16:45:00,Never Said Nothing,6.5,Wolverhampton,0.23,56.01,100.37,2021-10-02 14:27:23,3.48%,0.01,11.85,12.73,6.6,2.0,66.81,0.09,False,0.0,0.0,0.0,5.0,0.0
2021-02-10 19:15:00,Time Frame,21.0,Wolverhampton,0.12,55.55,101.24,2021-10-02 14:43:51,5.95%,0.01,12.61,18.38,25.0,4.1,66.81,0.37,False,0.0,0.0,0.0,5.0,0.0
2021-02-10 19:15:00,Ronan Accuser,6.5,Wolverhampton,0.15,55.79,97.77,2021-10-02 17:52:32,2.23%,0.0,14.5,17.41,7.0,1.92,66.81,0.69,False,0.0,0.0,0.0,5.0,0.0
2021-02-11 17:00:00,Sweet Vinetta,41.0,Newcastle,0.43,55.49,109.74,2021-11-02 16:01:57,24.71%,0.11,2.9,10.63,85.0,5.1,66.81,1.17,False,0.0,0.0,0.0,5.0,0.0
2021-02-11 17:00:00,Skulk,2.5,Newcastle,1.76,54.63,102.07,2021-11-02 16:21:35,5.47%,0.1,30.38,42.52,2.9,1.09,66.81,1.45,False,0.0,0.0,0.0,5.0,0.0
2021-02-11 17:00:00,Tarneemat,11.0,Newcastle,0.11,51.11,98.6,2021-11-02 16:40:49,2.13%,0.0,9.27,23.65,19.0,2.08,66.81,0.45,False,0.0,0.0,0.0,5.0,0.0
2021-02-11 17:00:00,Little Miss Moo,151.0,Newcastle,0.21,50.89,116.45,2021-11-02 16:44:19,43.14%,0.09,3.45,16.05,350.0,15.5,66.81,2.63,False,0.0,0.0,0.0,5.0,0.0
2021-02-12 15:15:00,Bluella,8.0,Southwell,0.24,53.09,100.89,2021-12-02 15:12:00,4.7%,0.01,13.2,14.59,8.2,2.24,66.81,0.24,False,0.0,0.0,0.0,5.0,0.0
2021-02-13 07:55:00,Platoon,6.5,Ascot,0.27,52.61,100.13,2021-02-13 07:51:09,4.76%,0.01,14.92,13.06,5.9,2.22,66.81,0.04,False,0.0,0.0,0.0,5.0,0.0
2021-02-14 13:40:00,Norley,41.0,Exeter,0.11,54.39,100.5,2021-02-14 11:57:00,10.57%,0.01,13.95,22.01,50.0,7.0,66.81,0.17,False,0.0,0.0,0.0,5.0,0.0
2021-02-14 13:40:00,Martinhal,5.5,Exeter,0.1,54.17,99.34,2021-02-14 12:06:19,1.17%,0.0,8.89,10.37,5.9,1.76,66.81,0.13,False,0.0,0.0,0.0,5.0,0.0
2021-02-15 13:10:00,Annie Moore,67.0,Lingfield,0.11,54.71,105.71,2021-02-15 11:37:39,15.42%,0.02,5.29,10.89,95.0,9.8,66.81,0.86,False,0.0,0.0,0.0,5.0,0.0
2021-02-15 12:25:00,Vicopisano,29.0,Toulouse,0.13,54.49,102.04,2021-02-15 12:08:45,10.53%,0.01,15.05,14.55,27.0,6.4,66.81,0.57,False,0.0,0.0,0.0,5.0,0.0
2021-02-15 13:10:00,Talk Of A Storm,126.0,Lingfield,0.11,54.23,109.66,2021-02-15 13:08:08,25.5%,0.03,5.36,13.83,200.0,16.0,66.81,1.64,False,0.0,0.0,0.0,5.0,0.0
2021-02-15 13:50:00,Stellar Magic,2.2,Warwick,0.21,54.01,99.63,2021-02-15 13:16:37,0.69%,0.0,24.34,26.5,2.28,1.19,66.81,0.18,False,0.0,0.0,0.0,5.0,0.0
2021-02-16 13:35:00,Pay The Piper,3.0,Carlisle,0.27,53.59,99.82,2021-02-16 09:17:45,1.44%,0.0,11.79,13.67,3.2,1.3,66.81,0.04,False,0.0,0.0,0.0,5.0,0.0
2021-02-16 15:25:00,Elvic,7.0,Kempton,0.24,53.05,99.38,2021-02-16 09:34:41,3.55%,0.01,11.32,16.41,8.4,1.83,66.81,0.17,False,0.0,0.0,0.0,5.0,0.0
2021-02-16 13:55:00,Portelet Bay,51.0,Kempton,1.03,52.57,146.02,2021-02-16 11:12:26,97.31%,1.0,12.2,20.58,46.0,5.9,66.81,10.12,False,0.0,0.0,0.0,5.0,0.0
2021-02-16 13:55:00,Thomas Daniell,67.0,Kempton,0.1,50.51,103.35,2021-02-16 11:16:59,10.5%,0.01,2.56,11.15,170.0,8.3,66.81,0.44,False,0.0,0.0,0.0,5.0,0.0
2021-02-16 13:55:00,Pablo Del Pueblo,17.0,Kempton,3.53,50.31,112.21,2021-02-16 12:31:30,0,0.0,2.61,5.72,22.0,0.0,12.0,4.76,True,2.61,0.0,0.0,5.0,0.0
2021-02-16 13:55:00,Pablo Del Pueblo,17.0,Kempton,0.88,43.25,113.14,2021-02-16 12:32:20,31.81%,0.28,5.56,11.93,23.0,2.66,12.0,1.97,False,0.0,0.0,0.0,5.0,0.0
2021-02-16 15:25:00,Kestenna,2.25,Kempton,0.86,41.49,100.3,2021-02-16 12:34:33,3.76%,0.03,23.0,24.78,2.3,1.18,12.0,0.14,False,0.0,0.0,0.0,5.0,0.0
2021-02-16 13:55:00,Pretty Shiftwell,15.0,Kempton,0.24,39.77,101.43,2021-02-16 12:44:31,8.65%,0.02,10.63,25.33,24.0,2.6,12.0,0.49,False,0.0,0.0,0.0,5.0,0.0
2021-02-18 12:25:00,Echiquier,9.0,Fontainebleau,0.16,52.1,98.16,2021-02-18 12:23:22,4.16%,0.01,39.88,36.58,8.4,2.68,59.32,1.36,False,0.0,0.0,0.0,5.0,0.0
2021-02-18 15:40:00,Red Rookie,3.5,Sandown,0.31,53.64,100.04,2021-02-18 15:31:20,2.02%,0.01,14.62,18.05,3.85,1.35,59.32,0.01,False,0.0,0.0,0.0,5.0,0.0
2021-02-18 15:40:00,Rabski,21.0,Sandown,0.27,53.02,104.27,2021-02-18 15:34:39,11.99%,0.03,10.88,19.97,28.0,3.65,59.32,1.24,False,0.0,0.0,0.0,5.0,0.0
2021-02-19 16:15:00,Rocklander,3.75,Fakenham,0.28,54.03,99.46,2021-02-19 15:21:36,2.13%,0.01,36.23,40.1,3.85,1.48,59.32,0.4,False,0.0,0.0,0.0,5.0,0.0
2021-02-19 16:30:00,Whirling Dervish,5.0,Dundalk,0.51,53.47,99.7,2021-02-19 15:23:34,5.45%,0.03,21.43,25.8,5.3,1.62,59.32,0.14,False,0.0,0.0,0.0,5.0,0.0
2021-02-19 16:30:00,Grandmaster Flash,3.25,Dundalk,0.17,52.45,99.59,2021-02-19 15:32:35,1.07%,0.0,28.95,34.05,3.5,1.34,59.32,0.26,False,0.0,0.0,0.0,5.0,0.0
2021-02-19 16:52:00,Hector Master,13.0,Kelso,0.12,52.11,99.14,2021-02-19 15:46:40,4.23%,0.01,19.33,21.73,13.5,3.15,59.32,0.34,False,0.0,0.0,0.0,5.0,0.0
2021-02-19 16:15:00,Chapelier,41.0,Fakenham,0.1,51.87,100.41,2021-02-19 16:03:05,10.42%,0.01,14.54,21.4,48.0,7.2,59.32,0.14,False,0.0,0.0,0.0,5.0,0.0
2021-02-19 16:52:00,Release The Kraken,11.0,Kelso,0.21,51.67,101.4,2021-02-19 16:05:21,5.95%,0.01,20.6,23.89,11.5,2.72,59.32,0.6,False,0.0,0.0,0.0,5.0,0.0
2021-02-19 16:15:00,Pass The Hat,29.0,Fakenham,0.17,51.25,101.71,2021-02-19 16:12:48,12.85%,0.02,9.53,12.95,32.0,5.4,59.32,0.36,False,0.0,0.0,0.0,5.0,0.0
2021-02-20 07:03:00,Belistic Man,51.0,Eagle Farm,0.15,51.71,109.8,2021-02-20 07:02:20,26.28%,0.04,12.76,7.64,36.0,13.0,59.32,1.76,False,0.0,0.0,0.0,5.0,0.0
2021-02-20 07:32:00,Jeraft,13.0,Ascot,0.44,51.41,106.03,2021-02-20 07:30:16,15.48%,0.07,16.67,17.95,12.5,3.05,59.32,1.93,False,0.0,0.0,0.0,5.0,0.0
2021-02-20 13:38:00,Earl Of Wisdom,51.0,Wincanton,0.12,50.53,102.33,2021-02-20 11:31:42,12.4%,0.01,4.78,11.22,80.0,7.4,59.32,0.35,False,0.0,0.0,0.0,5.0,0.0
2021-02-20 13:26:00,Invincible Swagger,2.5,Lingfield,1.3,50.29,101.65,2021-02-20 11:41:06,5.4%,0.07,23.26,27.37,2.6,1.19,59.32,0.79,False,0.0,0.0,0.0,5.0,0.0
