date_of_race,horse_name,bookie_odds,venue,ew_stake,balance,rating,current_time,expected_value,expected_return,win_stake,place_stake,win_odds,place_odds,betfair_balance,max_profit,is_lay,win_matched,lay_matched,arbritrage_profit,place_payout,balance_in_betfair
2021-02-20 12:23:00,Myunclecharlie,17.0,Cagnes-Sur-Mer,0.16,47.69,99.64,2021-02-20 12:12:19,7.96%,0.01,14.21,17.26,18.0,3.7,59.32,0.11,False,0.0,0.0,0.0,5.0,0.0
2021-02-21 14:40:00,Shore Shanty,7.0,Market Rasen,0.12,50.29,98.48,2021-02-21 11:28:44,2.11%,0.0,21.32,25.56,7.6,2.0,59.32,0.7,False,0.0,0.0,0.0,5.0,0.0
2021-02-21 13:00:00,Island Nation,51.0,Market Rasen,0.19,50.05,104.52,2021-02-21 11:37:29,0,0.0,0.16,0.25,0.0,0.0,59.32,0.86,True,0.0,0.0,0.0,5.0,0.0
2021-02-21 13:00:00,Island Nation,51.0,Market Rasen,0.15,49.67,106.3,2021-02-21 11:38:04,19.15%,0.03,7.23,11.43,60.0,8.2,59.32,1.07,False,0.0,0.0,0.0,5.0,0.0
2021-02-21 17:10:00,The Flier Begley,17.0,Navan,0.5,49.87,107.43,2021-02-21 16:59:40,18.21%,0.09,8.51,15.61,22.0,2.98,59.32,1.63,False,0.0,0.0,0.0,5.0,0.0
2021-02-21 17:10:00,Dicey Rylee,51.0,Navan,0.18,44.11,105.4,2021-02-21 17:08:16,20.78%,0.04,7.48,16.92,75.0,7.2,21.87,1.19,False,0.0,0.0,0.0,5.0,0.0
2021-02-22 13:00:00,Ulverston,2.75,Carlisle,0.74,53.75,99.87,2021-02-22 10:55:08,3.24%,0.02,26.1,31.76,3.0,1.21,55.29,0.07,False,0.0,0.0,0.0,5.0,0.0
2021-02-22 16:30:00,Fire Squadron,2.75,Fairyhouse,0.23,53.27,98.34,2021-02-22 15:02:30,1.19%,0.0,33.75,35.61,2.78,1.32,55.29,1.11,False,0.0,0.0,0.0,5.0,0.0
2021-02-23 14:15:00,Black Kettle,67.0,Wetherby,0.16,53.12,112.82,2021-02-23 14:13:00,30.0%,0.05,10.05,10.67,60.0,12.0,55.29,2.31,False,0.0,0.0,0.0,5.0,0.0
2021-02-24 07:45:00,Captivated,3.75,Ipswich,0.72,52.8,100.09,2021-02-24 07:01:22,5.58%,0.04,25.0,27.68,3.8,1.45,55.29,0.04,False,0.0,0.0,0.0,5.0,0.0
2021-02-24 14:55:00,Riggs,3.5,Doncaster,0.67,52.48,100.75,2021-02-24 08:19:01,4.25%,0.03,32.47,42.86,3.9,1.31,55.29,0.54,False,0.0,0.0,0.0,5.0,0.0
2021-02-24 18:45:00,Top Fox,3.5,Kempton,0.5,51.14,100.29,2021-02-24 08:27:38,3.61%,0.02,22.97,25.92,3.6,1.41,55.29,0.14,False,0.0,0.0,0.0,5.0,0.0
2021-02-24 15:15:00,Red Stripes,7.0,Southwell,0.15,50.14,99.94,2021-02-24 09:50:49,2.56%,0.0,12.15,15.39,7.8,1.95,55.29,0.02,False,0.0,0.0,0.0,5.0,0.0
2021-02-24 19:15:00,Party Island,9.0,Kempton,4.9,49.84,108.63,2021-02-24 10:13:15,0,0.0,4.44,6.78,9.43,2.22,9.6,1.38,True,4.44,6.78,0.51,4.0,0.0
2021-02-24 14:55:00,Get Prepared,23.0,Doncaster,0.24,40.04,105.4,2021-02-24 10:25:31,17.03%,0.04,9.75,14.21,26.0,4.2,9.6,1.19,False,0.0,0.0,0.0,5.0,45.7008
2021-02-24 15:15:00,Cool Spirit,23.0,Southwell,0.11,39.56,101.02,2021-02-24 10:31:52,8.46%,0.01,17.71,24.27,26.0,4.5,9.6,0.41,False,0.0,0.0,0.0,5.0,45.7008
2021-02-24 15:15:00,Brandy Station,11.0,Southwell,0.23,39.34,101.35,2021-02-24 11:49:18,8.0%,0.02,14.1,19.59,12.5,2.5,9.6,0.43,False,0.0,0.0,0.0,5.0,45.7008
2021-02-25 07:30:00,Glamdam,4.5,Pakenham,0.66,42.07,100.94,2021-02-25 07:22:25,7.48%,0.05,19.48,25.14,4.9,1.47,66.28,0.39,False,0.0,0.0,0.0,5.0,0.0
2021-02-25 07:30:00,Glamdam,5.0,Pakenham,5.04,40.75,106.75,2021-02-25 07:26:27,0,0.0,4.89,6.43,5.0,1.5,43.5,1.69,True,4.89,6.43,0.1,5.0,0.0
2021-02-25 13:00:00,Fairfield Ferrata,26.0,Huntingdon,0.16,40.86,102.26,2021-02-25 11:36:13,13.94%,0.02,11.09,13.66,27.0,5.1,67.66,0.52,False,0.0,0.0,0.0,5.0,0.0
2021-02-25 18:30:00,Night Of Romance,5.5,Southwell,0.37,40.54,100.92,2021-02-25 11:42:13,6.02%,0.02,7.44,10.38,6.3,1.79,67.66,0.16,False,0.0,0.0,0.0,4.0,0.0
2021-02-25 17:30:00,Global Melody,21.0,Southwell,0.11,39.8,102.54,2021-02-25 11:56:46,8.7%,0.01,12.51,13.65,21.0,4.6,67.66,0.64,False,0.0,0.0,0.0,5.0,0.0
2021-02-26 12:30:00,Manofmanywords,51.0,Exeter,0.37,39.58,116.44,2021-02-26 08:49:18,37.02%,0.14,3.49,11.96,95.0,6.0,67.66,2.14,False,0.0,0.0,0.0,5.0,0.0
2021-02-26 12:30:00,Investment Manager,10.0,Exeter,0.28,38.84,100.19,2021-02-26 09:55:58,7.41%,0.02,7.06,12.98,13.5,2.1,67.66,0.04,False,0.0,0.0,0.0,5.0,0.0
2021-02-26 10:35:00,Cruzador,3.0,Fairview,0.79,38.28,101.81,2021-02-26 09:58:48,5.28%,0.04,9.22,13.64,3.6,1.23,67.66,0.4,False,0.0,0.0,0.0,4.0,0.0
2021-02-27 12:20:00,Lady Leonie,15.0,Lingfield,0.11,45.11,100.55,2021-02-27 11:39:59,4.25%,0.0,11.64,20.17,20.0,2.94,67.66,0.17,False,0.0,0.0,0.0,5.0,0.0
2021-02-28 15:40:00,Lucky Lara,17.0,Fontwell,0.11,34.21,99.15,2021-02-28 10:43:46,6.74%,0.01,14.49,21.0,20.0,3.45,78.84,0.29,False,0.0,0.0,0.0,5.0,0.0
2021-02-28 12:40:00,Vicopisano,12.0,Bordeaux Le Bouscat,0.26,34.21,102.62,2021-02-28 12:22:42,10.71%,0.03,10.3,15.3,14.0,2.56,78.84,0.63,False,0.0,0.0,0.0,5.0,0.0
2021-02-28 12:40:00,El Ingrato,12.0,Bordeaux Le Bouscat,0.15,33.69,99.58,2021-02-28 12:36:06,7.38%,0.01,12.05,13.11,12.0,2.98,78.84,0.1,False,0.0,0.0,0.0,5.0,0.0
2021-02-28 13:55:00,Proud Warrior,12.0,Greyville,0.44,33.39,109.81,2021-02-28 13:39:52,25.63%,0.11,13.83,12.32,10.0,3.55,78.84,2.26,False,0.0,0.0,0.0,4.0,0.0
2021-02-28 16:20:00,Exploiteur,2.75,Hereford,0.7,32.97,101.87,2021-02-28 16:18:43,5.47%,0.04,160.26,198.38,2.98,1.27,78.84,6.46,False,0.0,0.0,0.0,4.0,0.0
2021-02-28 16:30:00,Great Bear,4.0,Naas,0.38,31.57,101.3,2021-02-28 16:27:01,4.6%,0.02,11.35,15.52,4.6,1.36,78.84,0.34,False,0.0,0.0,0.0,5.0,0.0
2021-02-28 17:30:00,Highland Charge,3.75,Naas,0.13,31.42,99.83,2021-02-28 16:46:49,1.79%,0.0,11.21,14.25,4.2,1.5,78.84,0.04,False,0.0,0.0,0.0,4.0,0.0
2021-03-01 16:00:00,Dalton Highway,8.5,Punchestown,0.21,31.16,100.12,2021-01-03 11:26:02,8.03%,0.02,10.69,12.5,8.8,2.58,78.84,0.03,False,0.0,0.0,0.0,4.0,0.0
2021-03-01 14:05:00,Ginger Du Val,5.5,Plumpton,0.19,30.74,99.94,2021-01-03 12:37:54,3.59%,0.01,10.87,16.14,6.6,1.58,78.84,0.01,False,0.0,0.0,0.0,5.0,0.0
2021-03-01 14:05:00,Loughan,3.75,Plumpton,0.17,30.36,100.04,2021-01-03 13:38:46,2.02%,0.0,11.83,15.73,4.3,1.35,78.84,0.01,False,0.0,0.0,0.0,5.0,0.0
2021-03-01 16:00:00,Tokyo Getaway,13.0,Punchestown,0.14,30.02,102.71,2021-01-03 13:51:49,8.8%,0.01,9.76,12.24,14.0,3.45,78.84,0.57,False,0.0,0.0,0.0,4.0,0.0
2021-03-01 14:50:00,Mahons Glory,3.5,Punchestown,0.12,29.74,99.25,2021-01-03 14:10:28,1.52%,0.0,16.39,18.61,3.65,1.42,78.84,0.25,False,0.0,0.0,0.0,5.0,0.0
2021-03-01 17:20:00,Balearic,7.5,Wolverhampton,0.1,29.5,100.17,2021-01-03 14:31:55,3.11%,0.0,11.46,14.09,8.2,2.06,78.84,0.04,False,0.0,0.0,0.0,5.0,0.0
2021-03-02 12:30:00,Omar Maretti,2.2,Catterick,0.19,30.8,99.61,2021-02-03 08:01:58,1.05%,0.0,29.15,34.95,2.36,1.15,78.84,0.24,False,0.0,0.0,0.0,5.0,0.0
2021-03-02 16:40:00,Tango De Juilley,8.5,Leicester,0.26,30.42,102.41,2021-02-03 09:23:16,7.48%,0.02,6.19,10.53,11.0,1.92,78.84,0.39,False,0.0,0.0,0.0,5.0,0.0
2021-03-02 12:30:00,El Jefe,13.0,Catterick,0.14,29.9,101.23,2021-02-03 11:48:43,5.15%,0.01,14.83,44.05,25.0,2.22,78.84,0.7,False,0.0,0.0,0.0,5.0,0.0
2021-03-02 12:30:00,Very Patient,51.0,Catterick,0.2,29.62,106.63,2021-02-03 12:05:33,22.87%,0.05,4.74,24.44,140.0,5.9,78.84,1.72,False,0.0,0.0,0.0,5.0,0.0
2021-03-02 16:40:00,Straidnahanna,26.0,Leicester,0.12,30.35,103.04,2021-02-03 15:29:08,11.76%,0.01,9.76,18.93,36.0,4.3,78.84,0.82,False,0.0,0.0,0.0,5.0,0.0
2021-03-03 13:30:00,Balko Saint,2.5,Wincanton,0.38,30.76,100.26,2021-03-03 10:28:46,2.71%,0.01,36.82,42.22,2.6,1.22,78.84,0.2,False,0.0,0.0,0.0,5.0,0.0
2021-03-03 12:45:00,Presentandcounting,2.0,Musselburgh,0.77,30.0,101.3,2021-03-03 11:41:05,3.91%,0.03,36.89,41.67,2.08,1.16,78.84,0.99,False,0.0,0.0,0.0,4.0,0.0
2021-03-04 16:50:00,Thunder Lily,29.0,Chelmsford City,0.12,30.86,102.96,2021-04-03 12:05:56,9.31%,0.01,4.11,13.75,60.0,4.1,78.84,0.5,False,0.0,0.0,0.0,5.0,0.0
2021-03-04 16:50:00,Cheshire Plain,101.0,Chelmsford City,0.11,30.62,112.13,2021-04-03 12:58:23,28.52%,0.03,2.53,10.06,220.0,11.5,78.84,1.33,False,0.0,0.0,0.0,5.0,0.0
2021-03-04 16:50:00,Lexington Liberty,8.0,Chelmsford City,0.11,30.4,100.21,2021-04-03 16:11:41,2.9%,0.0,14.63,28.31,11.5,1.8,78.84,0.09,False,0.0,0.0,0.0,5.0,0.0
2021-03-04 16:50:00,Regent,2.5,Chelmsford City,0.11,30.18,99.63,2021-04-03 16:37:05,0.72%,0.0,77.68,99.21,2.82,1.16,78.84,0.65,False,0.0,0.0,0.0,5.0,0.0
2021-03-05 09:00:00,Kichierro,11.0,Cranbourne,0.18,30.38,99.97,2021-05-03 08:59:40,7.57%,0.01,10.19,15.06,13.0,2.44,78.84,0.01,False,0.0,0.0,0.0,5.0,0.0
2021-03-05 14:50:00,Timberman,2.25,Doncaster,0.28,32.54,99.81,2021-05-03 11:11:52,1.51%,0.0,19.85,23.65,2.4,1.16,78.84,0.08,False,0.0,0.0,0.0,5.0,0.0
2021-03-05 13:35:00,Hamundarson,2.25,Fairyhouse,0.83,31.98,100.51,2021-05-03 11:35:03,4.66%,0.04,10.0,11.16,2.3,1.17,78.84,0.1,False,0.0,0.0,0.0,5.0,0.0
2021-03-05 17:05:00,Bard Of Brittany,17.0,Doncaster,0.1,31.36,102.27,2021-05-03 14:17:42,8.08%,0.01,10.4,12.56,18.0,4.4,78.84,0.5,False,0.0,0.0,0.0,4.0,0.0
2021-03-06 15:11:00,Imajorblush,7.5,Lingfield,0.22,33.54,100.58,2021-06-03 11:20:17,6.0%,0.01,8.35,12.56,9.0,2.14,78.84,0.12,False,0.0,0.0,0.0,4.0,0.0
2021-03-06 14:13:00,Sumtinboutporter,126.0,Navan,0.29,33.1,118.77,2021-06-03 11:42:00,48.96%,0.14,0.63,11.87,1000.0,11.0,78.84,1.88,False,0.0,0.0,0.0,5.0,0.0
2021-03-06 15:11:00,Enmeshing,21.0,Lingfield,1.55,32.52,108.55,2021-06-03 12:01:46,0,0.0,0.96,2.59,29.0,3.6,45.22,2.05,True,0.96,2.59,0.25,4.0,0.0
2021-03-06 15:11:00,Enmeshing,21.0,Lingfield,0.37,29.42,110.17,2021-06-03 12:02:28,23.93%,0.09,8.03,21.2,34.0,3.7,45.22,2.65,False,0.0,0.0,0.0,4.0,0.0
2021-03-06 15:11:00,Enmeshing,21.0,Lingfield,0.75,28.68,104.14,2021-06-03 12:04:10,0,0.0,0.39,1.24,29.0,0.0,34.3,0.99,True,0.39,0.0,0.0,4.0,0.0
2021-03-06 15:11:00,Three Dragons,10.0,Lingfield,0.16,27.18,100.74,2021-06-03 15:03:39,6.85%,0.01,6.44,12.45,14.0,2.4,34.3,0.13,False,0.0,0.0,0.0,4.0,0.0
2021-03-07 14:00:00,Hystery Bere,3.75,Huntingdon,0.18,27.44,98.63,2021-07-03 08:20:36,2.71%,0.0,11.5,12.38,3.8,1.49,82.7,0.32,False,0.0,0.0,0.0,5.0,0.0
2021-03-07 13:50:00,Malpas,2.75,Sedgefield,0.74,27.08,102.45,2021-07-03 08:53:03,6.54%,0.05,12.95,17.37,3.1,1.22,82.7,0.71,False,0.0,0.0,0.0,4.0,0.0
2021-03-09 14:25:00,Shumard,15.0,Clonmel,0.15,25.88,102.47,2021-09-03 10:54:07,10.82%,0.02,13.69,19.31,17.0,3.1,82.7,0.76,False,0.0,0.0,0.0,5.0,0.0
2021-03-10 15:40:00,Canada Kid,11.0,Catterick,0.21,25.88,102.89,2021-10-03 15:13:20,8.58%,0.02,8.47,23.03,19.5,2.3,82.7,0.87,False,0.0,0.0,0.0,4.0,0.0
2021-03-10 15:40:00,Loveyoutothemoon,67.0,Catterick,0.1,25.46,110.77,2021-10-03 15:23:02,27.58%,0.03,7.62,20.87,110.0,10.5,82.7,2.69,False,0.0,0.0,0.0,4.0,0.0
2021-03-10 15:40:00,Matthew Man,13.0,Catterick,0.33,25.26,105.08,2021-10-03 15:23:19,14.6%,0.05,13.55,42.62,25.0,2.46,82.7,2.64,False,0.0,0.0,0.0,4.0,0.0
2021-03-11 15:15:00,Mister Watson,2.2,Carlisle,0.18,33.28,99.76,2021-11-03 11:12:59,0.75%,0.0,19.92,26.91,2.56,1.08,82.7,0.11,False,0.0,0.0,0.0,5.0,0.0
2021-03-11 15:15:00,Sputnik,81.0,Carlisle,0.13,32.92,111.82,2021-11-03 11:22:57,27.86%,0.04,5.21,15.33,140.0,10.0,82.7,2.13,False,0.0,0.0,0.0,5.0,0.0
2021-03-11 13:15:00,Villanelle,6.5,Southwell,0.14,32.66,100.36,2021-11-03 12:02:49,3.38%,0.0,13.04,15.64,7.0,1.9,82.7,0.1,False,0.0,0.0,0.0,5.0,0.0
2021-03-11 17:00:00,Wilderness,67.0,Wincanton,0.19,32.38,115.87,2021-11-03 13:09:27,36.05%,0.07,5.36,13.56,100.0,8.4,82.7,2.54,False,0.0,0.0,0.0,5.0,0.0
2021-03-11 15:25:00,Minella Whisper,10.0,Wincanton,0.22,31.89,103.11,2021-11-03 15:19:47,9.38%,0.02,33.07,36.38,10.0,2.56,82.7,2.06,False,0.0,0.0,0.0,5.0,0.0
2021-03-12 14:20:00,Gortroe Joe,10.0,Leicester,0.16,41.21,101.29,2021-12-03 12:07:58,5.78%,0.01,9.54,11.13,10.5,2.94,82.7,0.26,False,0.0,0.0,0.0,4.0,0.0
2021-03-12 14:05:00,Kondratiev Wave,34.0,Lingfield,0.35,40.89,117.84,2021-12-03 12:14:04,40.0%,0.14,20.98,23.51,30.0,6.0,82.7,6.6,False,0.0,0.0,0.0,5.0,0.0
2021-03-12 14:20:00,The Bay Birch,3.5,Leicester,0.48,40.19,100.77,2021-12-03 13:09:02,4.84%,0.02,28.35,32.28,3.6,1.51,82.7,0.45,False,0.0,0.0,0.0,4.0,0.0
2021-03-13 07:55:00,Holy Enchantment,7.5,Ascot,0.42,40.01,100.8,2021-03-13 07:07:47,7.96%,0.03,8.46,14.88,9.8,1.75,82.7,0.18,False,0.0,0.0,0.0,5.0,0.0
2021-03-13 17:12:00,Jetaway Joey,3.5,Hereford,0.11,40.14,97.94,2021-03-13 08:27:43,0.98%,0.0,11.99,13.79,3.7,1.41,82.7,0.52,False,0.0,0.0,0.0,5.0,0.0
2021-03-13 16:45:00,Zolfo,41.0,Sandown,0.14,39.92,107.61,2021-03-13 15:20:39,19.24%,0.03,8.79,10.98,42.0,7.4,82.7,1.37,False,0.0,0.0,0.0,5.0,0.0
2021-03-13 15:50:00,Bird For Life,21.0,Wolverhampton,0.14,39.64,102.75,2021-03-13 15:20:57,8.97%,0.01,19.0,30.28,26.0,3.9,82.7,1.29,False,0.0,0.0,0.0,5.0,0.0
2021-03-14 13:37:00,Finistere,2.75,Warwick,0.15,39.52,99.25,2021-03-14 09:43:18,0.95%,0.0,11.06,12.62,2.88,1.28,82.7,0.17,False,0.0,0.0,0.0,5.0,0.0
2021-03-14 14:07:00,Duke Of Earl,29.0,Warwick,1.94,39.22,110.39,2021-03-14 10:17:46,0,0.0,1.56,2.94,35.47,4.25,19.36,1.35,True,1.56,2.94,0.4,5.0,0.0
2021-03-14 14:07:00,Duke Of Earl,29.0,Warwick,0.39,35.34,111.56,2021-03-14 10:18:17,30.56%,0.12,5.24,9.86,36.0,4.4,19.36,1.5,False,0.0,0.0,0.0,5.0,0.0
2021-03-14 14:07:00,Twominutes Turkish,5.5,Warwick,0.58,34.56,102.73,2021-03-14 11:33:26,7.44%,0.04,11.37,23.22,8.0,1.37,19.36,0.9,False,0.0,0.0,0.0,5.0,0.0
2021-03-14 12:45:00,The Appeal,11.0,Greyville,0.12,33.4,100.6,2021-03-14 12:26:45,6.69%,0.01,18.95,15.4,9.6,3.8,19.36,0.2,False,0.0,0.0,0.0,4.0,63.3282
2021-03-15 12:30:00,Naizagai,11.0,Stratford,7.08,33.58,107.49,2021-03-15 11:01:18,0,0.0,4.22,11.8,18.5,0.0,13.26,2.25,True,4.22,0.0,0.0,5.0,0.0
2021-03-15 12:30:00,Cabot Hills,34.0,Stratford,0.25,19.42,108.17,2021-03-15 11:01:59,19.95%,0.05,2.83,10.41,72.0,4.4,13.26,0.98,False,0.0,0.0,0.0,5.0,0.0
2021-03-15 12:30:00,Has Troke,34.0,Stratford,0.13,18.92,106.61,2021-03-15 11:02:16,16.74%,0.02,2.2,9.77,85.0,4.3,13.26,0.73,False,0.0,0.0,0.0,5.0,0.0
2021-03-15 12:30:00,Naizagai,11.0,Stratford,0.38,18.66,106.51,2021-03-15 11:02:32,17.35%,0.07,8.94,23.94,18.5,1.9,13.26,1.95,False,0.0,0.0,0.0,5.0,0.0
2021-03-15 12:30:00,Stepney Causeway,3.25,Stratford,0.54,17.9,103.2,2021-03-15 11:02:50,8.16%,0.04,16.79,22.17,3.6,1.23,13.26,1.18,False,0.0,0.0,0.0,5.0,0.0
2021-03-15 16:10:00,Queen Of The Court,3.75,Taunton,0.15,16.82,100.32,2021-03-15 11:53:11,4.17%,0.01,16.09,17.2,3.75,1.62,13.26,0.1,False,0.0,0.0,0.0,4.0,0.0
2021-03-15 16:10:00,Lanspark,17.0,Taunton,0.43,41.44,110.62,2021-03-15 16:10:06,25.0%,0.11,8.51,10.68,17.0,4.0,91.25,1.8,False,0.0,0.0,0.0,4.0,0.0
2021-03-16 13:20:00,Blue Lord,11.0,Cheltenham,0.29,40.58,102.4,2021-03-15 16:17:55,10.16%,0.03,8.62,10.51,11.5,2.62,91.25,0.43,False,0.0,0.0,0.0,5.0,0.0
2021-03-15 16:25:00,No Worries,41.0,Plumpton,0.18,49.71,106.53,2021-03-15 16:24:26,16.98%,0.03,11.62,25.34,60.0,7.4,91.25,2.22,False,0.0,0.0,0.0,4.0,0.0
2021-03-16 15:40:00,Floressa,41.0,Cheltenham,0.13,49.35,103.38,2021-03-16 07:01:29,13.99%,0.02,7.69,11.65,48.0,7.0,91.25,0.61,False,0.0,0.0,0.0,5.0,0.0
2021-03-16 15:40:00,Floressa,41.0,Cheltenham,1.29,49.09,103.89,2021-03-16 07:19:54,0,0.0,1.15,1.67,44.0,7.0,31.78,0.7,True,1.15,1.67,0.02,5.0,0.0
2021-03-16 13:20:00,For Pleasure,51.0,Cheltenham,0.11,46.51,104.44,2021-03-16 07:47:27,12.74%,0.01,13.26,28.3,75.0,7.6,31.78,1.73,False,0.0,0.0,0.0,5.0,59.47
2021-03-16 13:55:00,Eldorado Allen,51.0,Cheltenham,0.1,46.29,105.74,2021-03-16 08:13:37,18.75%,0.02,11.17,11.83,48.0,12.0,31.78,1.21,False,0.0,0.0,0.0,4.0,59.47
2021-03-16 15:40:00,Minella Melody,21.0,Cheltenham,0.14,46.09,101.41,2021-03-16 08:22:19,9.09%,0.01,14.33,17.24,22.0,4.4,31.78,0.42,False,0.0,0.0,0.0,5.0,0.0
2021-03-16 16:05:00,Lucou,15.0,Sedgefield,0.26,45.81,102.95,2021-03-16 08:29:36,11.76%,0.03,10.51,11.91,15.0,3.4,31.78,0.62,False,0.0,0.0,0.0,5.0,0.0
2021-03-16 13:20:00,Soaring Glory,12.0,Cheltenham,0.18,45.29,101.45,2021-03-16 08:50:11,6.02%,0.01,10.3,14.55,14.0,2.66,31.78,0.35,False,0.0,0.0,0.0,5.0,59.47
2021-03-16 13:45:00,Courting Insanity,21.0,Sedgefield,0.11,44.93,102.02,2021-03-16 09:34:19,7.69%,0.01,15.63,14.56,19.5,5.0,32.43,0.59,False,0.0,0.0,0.0,5.0,59.47
2021-03-16 13:20:00,Irascible,41.0,Cheltenham,0.26,44.71,109.79,2021-03-16 12:34:01,23.51%,0.06,6.15,14.01,60.0,5.8,32.43,1.76,False,0.0,0.0,0.0,5.0,59.47
2021-03-16 13:20:00,Metier,6.5,Cheltenham,0.11,44.19,99.68,2021-03-16 12:48:56,1.98%,0.0,15.39,19.19,7.2,1.88,32.43,0.11,False,0.0,0.0,0.0,5.0,59.47
2021-03-16 16:05:00,Crack Du Ninian,8.0,Sedgefield,0.25,46.53,100.26,2021-03-16 14:35:33,5.19%,0.01,10.02,12.88,8.8,2.1,32.43,0.06,False,0.0,0.0,0.0,5.0,0.0
2021-03-16 14:45:00,Lincoln Park,4.5,Southwell,0.1,45.67,99.39,2021-03-16 14:43:13,1.24%,0.0,11.04,10.26,4.3,1.76,32.43,0.13,False,0.0,0.0,0.0,5.0,59.47
2021-03-16 15:40:00,Black Tears,12.0,Cheltenham,0.16,45.47,101.18,2021-03-16 14:48:26,5.59%,0.01,25.48,29.24,12.5,2.92,32.43,0.63,False,0.0,0.0,0.0,5.0,0.0
2021-03-16 16:05:00,Authorizo,10.0,Sedgefield,0.13,45.77,100.4,2021-03-16 14:50:27,3.81%,0.01,10.02,12.52,11.0,2.48,32.43,0.09,False,0.0,0.0,0.0,5.0,0.0
2021-03-17 15:05:00,Notebook,34.0,Cheltenham,0.2,45.11,105.56,2021-03-16 15:07:08,18.33%,0.04,7.23,11.43,40.0,5.7,32.43,0.95,False,0.0,0.0,0.0,5.0,0.0
2021-03-16 16:05:00,The Herds Garden,34.0,Sedgefield,0.12,49.88,102.55,2021-03-16 15:55:34,8.74%,0.01,11.22,23.31,50.0,5.4,94.02,0.84,False,0.0,0.0,0.0,5.0,0.0
2021-03-16 16:05:00,Seaborough,21.0,Sedgefield,0.15,49.64,102.11,2021-03-16 15:57:24,7.65%,0.01,8.95,15.01,27.0,3.85,94.02,0.48,False,0.0,0.0,0.0,5.0,0.0
2021-03-16 16:05:00,Comber Mill,29.0,Sedgefield,0.11,49.34,101.81,2021-03-16 15:59:38,7.19%,0.01,7.62,14.2,40.0,4.9,94.02,0.38,False,0.0,0.0,0.0,5.0,0.0
